call_id,call_datetime,lob,lob_code,agent_id,customer_id,channel,duration_sec,scenario_type,scenario_key,raw_transcript,clean_transcript_ref
CALL-7E4CBB1DB2,2026-05-10T14:02:44,Mortgage & Home Lending,MORTGAGE,AG-004,CUST-479332,Phone,486,complaint,Closing cost surprise,"AGENT: meridian bank customer care this is taylor lindqvist speaking how can i assist you
CUST: the closing costs on my loan were about $1266725 more than what i was originally quoted
AGENT: i am really sorry to hear that let me pull up your account [inaudible]
CUST: i feel like this changed at last minute right before closing
AGENT: let me file a formal complaint on your your behalf so this gets looked at right away
CUST: alright thank you i guess we will see what happens
AGENT: we appreciate appreciate youre business at meridian meridian bank [dropped call] take care","AGENT: Meridian bank customer care this is taylor lindqvist speaking how can i assist you.
CUST: The closing costs on my loan were about $12,667.25 more than what i was originally quoted.
AGENT: I am really sorry to hear that let me pull up your account.
CUST: I feel like this changed at the last minute right before closing.
AGENT: Let me file a formal complaint on your behalf so this gets looked at right away.
CUST: Alright thank you i guess we will see what happens.
AGENT: We appreciate your business at meridian bank take care."
CALL-A7FF1F1DA9,2026-05-10T18:02:39,Mortgage & Home Lending,MORTGAGE,AG-004,CUST-556812,Phone,398,complaint,Refinance delay,"AGENT: meridian bank customer care this this is emerson winslow speaking how can i assist you
CUST: i i started my refinance application over 32 days ago and havent heard anything back
AGENT: i am really sorry two hear that let me pull up your account
CUST: i have called three times and every time time i get a different answer about the status
AGENT: i am going two go like ahead and escalate this to our specialist team and you should hear back within 44 business days
CUST: alright thank you i guess we will see what happens
AGENT: thank you for calling meridian bank have a a great day","AGENT: Meridian bank customer care this is emerson winslow speaking how can i assist you.
CUST: I started my refinance application over 32 days ago and havent heard anything back.
AGENT: I am really sorry to hear that let me pull up your account.
CUST: I have called three times and every time i get a different answer about the status.
AGENT: I am going to go ahead and escalate this to our specialist team and you should hear back within 44 business days.
CUST: Alright thank you i guess we will see what happens.
AGENT: Thank you for calling meridian bank have a great day."
CALL-2A73EFFF06,2026-05-11T08:16:10,Retail & Consumer Banking,RETAIL,AG-008,CUST-861561,Phone,306,complaint,Overdraft fees,"AGENT: thank you for calling meridian bank my my name is quinn blake how can i help you today
CUST: i got charged an overdraft um fee $2636 and i dont understand why because i thought i had money in there
AGENT: i am really sorry to hear that let me pull up your account
CUST: this is the 3 time this year and nobody explained fee me when i opened account
AGENT: i can go ahead and submit a refund request request four you today
CUST: okay i just hope this actually i mean gets resolved this time
AGENT: thank you for calling meridian bank [inaudible] have a great day","AGENT: Thank you for calling meridian bank my name is quinn blake how can i help you today.
CUST: I got charged an overdraft fee of $26.36 and i dont understand why because i thought i had money in there.
AGENT: I am really sorry to hear that let me pull up your account.
CUST: This is the 3 time this year and nobody explained the fee to me when i opened the account.
AGENT: I can go ahead and submit a refund request for you today.
CUST: Okay i just hope this actually gets resolved this time.
AGENT: Thank you for calling meridian bank have a great day."
CALL-8381BD8397,2026-05-11T10:15:12,Credit Cards,CARDS,AG-013,CUST-586636,Phone,243,opportunity,Balance transfer offer,"AGENT: meridian bank customer care this is rowan diallo speaking how can i assist
CUST: i i have about $1779139 in credit um card debt on another card with a really really high rate
AGENT: that sounds great let me pull up some information for you
CUST: do you guys do balance transfers with a promotional promotional rate for meridian customers
AGENT: i will send you some information and we can schedule a follow up call
CUST: okay i will wait two hear back then then
AGENT: is there like anything else i can help you with today","AGENT: Meridian bank customer care this is rowan diallo speaking how can i assist you.
CUST: I have about $17,791.39 in credit card debt on another card with a really high rate.
AGENT: That sounds great let me pull up some information for you.
CUST: Do you guys do balance transfers with a promotional rate for meridian customers.
AGENT: I will send you some information and we can schedule a follow up call.
CUST: Okay i will wait to hear back then.
AGENT: Is there anything else i can help you with today."
CALL-D4DD465C8C,2026-05-11T10:58:14,Retail & Consumer Banking,RETAIL,AG-013,CUST-279147,Phone,308,complaint,Debit card issue,"AGENT: meridian bank customer care this is cameron bergstrom speaking how can so yeah i assist you
CUST: my debit debit card keeps getting declined and i have i mean plenty of money in the account ending in 3763
AGENT: i apologize for trouble let me see whats going on here
CUST: it happened at the grocery store and you know it was so embarrassing in front of everyone in line
AGENT: i can go ahead and submit a refund request four you today
CUST: okay i just hope this actually gets resolved this time
AGENT: we appreciate your business business at meridian bank take care","AGENT: Meridian bank customer care this is cameron bergstrom speaking how can i assist you.
CUST: My debit card keeps getting declined and i have plenty of money in the account ending in 3763.
AGENT: I apologize for the trouble let me see whats going on here.
CUST: It happened at the grocery store and it was so embarrassing in front of everyone in line.
AGENT: I can go ahead and submit a refund request for you today.
CUST: Okay i just hope this actually gets resolved this time.
AGENT: We appreciate your business at meridian bank take care."
CALL-4D42E0B165,2026-05-11T11:27:54,Retail & Consumer Banking,RETAIL,AG-007,CUST-961002,Phone,210,neutral,Statement request,"AGENT: thank you for calling meridian bank my name is skyler lindqvist how can i help you today
CUST: can you send me a i mean copy of my statement from last monday
AGENT: sure i can help you with that
CUST: i need need it for my taxes and i can not find it in the app
AGENT: great that update is complete
CUST: okay thank you so much
AGENT: we appreciate your business at meridian bank take care","AGENT: Thank you for calling meridian bank my name is skyler lindqvist how can i help you today.
CUST: Can you send me a copy of my statement from last monday.
AGENT: Sure i can help you with that.
CUST: I need it for my taxes and i can not find it in the app.
AGENT: Great that update is complete.
CUST: Okay thank you so much.
AGENT: We appreciate your business at meridian bank take care."
CALL-453C387E0A,2026-05-11T15:10:35,Mortgage & Home Lending,MORTGAGE,AG-006,CUST-813465,Phone,345,complaint,Escrow shortage,"AGENT: thanks for holding this is avery whitfield with meridian bank how can i help
CUST: i got a letter saying so yeah my escrow is short uh by $1249909 and my monthly [dropped call] payment is going up up
AGENT: i understand how how frustrating that must must be let me take a look look
CUST: nobody explained why property taxes went up this this you know much in just one year
AGENT: let me file a formal complaint on your behalf so this gets looked at right away
CUST: okay i just hope this actually gets resolved
AGENT: thank you for calling meridian bank have a great day","AGENT: Thanks for holding this is avery whitfield with meridian bank how can i help.
CUST: I got a letter saying my escrow is short by $12,499.09 and my monthly payment is going up.
AGENT: I understand how frustrating that must be let me take a look.
CUST: Nobody explained why property taxes went up this much in just one year.
AGENT: Let me file a formal complaint on your behalf so this gets looked at right away.
CUST: Okay i just hope this actually gets resolved this time.
AGENT: Thank you for calling meridian bank have a great day."
CALL-A45F533F55,2026-05-11T15:20:22,Fraud & Disputes,FRAUD,AG-011,CUST-954725,Phone,229,opportunity,Identity protection / alerts upsell,"AGENT: thank you for you know calling meridian i mean bank my name is rowan kowalski how can i help you today
CUST: after what happened i want to ask what extra fraud protection or or account alerts meridian offers
AGENT: sure thing let me look into that for for you
CUST: i want two make sure i get a text text the second anything unusual happens on my account
AGENT: let me connect you with one of our specialists who can walk you through the details
CUST: great that sounds good thank thank you you
AGENT: thank you for calling meridian bank have a great day","AGENT: Thank you for calling meridian bank my name is rowan kowalski how can i help you today.
CUST: After what happened i want to ask what extra fraud protection or account alerts meridian offers.
AGENT: Sure thing let me look into that for you.
CUST: I want to make sure i get a text the second anything unusual happens on my account.
AGENT: Let me connect you with one of our specialists who can walk you through the details.
CUST: Great that sounds good thank you.
AGENT: Thank you for calling meridian bank have a great day."
CALL-E0E8D9F7C3,2026-05-11T15:37:36,Retail & Consumer Banking,RETAIL,AG-010,CUST-536699,Phone,504,complaint,Overdraft fees,"AGENT: meridian bank customer care um this is morgan prescott speaking how like can i assist you
CUST: i got charged an overdraft fee of $3772 and i dont understand why because i thought i had money so yeah in there there
AGENT: i am really sorry to hear that let me pull up your account
CUST: this this is is the 3 time this year and nobody explained the fee me when i i opened the account
AGENT: let me file a so yeah formal complaint on your behalf so this gets looked at right away
CUST: alright thank you i guess like we will see what happens
AGENT: we appreciate your business at meridian bank take care","AGENT: Meridian bank customer care this is morgan prescott speaking how can i assist you.
CUST: I got charged an overdraft fee of $37.72 and i dont understand why because i thought i had money in there.
AGENT: I am really sorry to hear that let me pull up your account.
CUST: This is the 3 time this year and nobody explained the fee to me when i opened the account.
AGENT: Let me file a formal complaint on your behalf so this gets looked at right away.
CUST: Alright thank you i guess we will see what happens.
AGENT: We appreciate your business at meridian bank take care."
CALL-5CEE27F320,2026-05-11T15:44:50,Auto Finance,AUTO,AG-010,CUST-939109,Phone,372,complaint,Payment posting delay,"AGENT: thank you for calling meridian bank my name is sydney winslow how can i help you today
CUST: i made my car payment of $1241217 on tuesday and still isnt showing up on my my account
AGENT: i am really sorry to hear that let me pull up your account
CUST: i am worried i am going to to get hit with so yeah late fee even though i paid on time
AGENT: i can go ahead and submit a refund request for you today
CUST: fine but i am still you know not happy about this
AGENT: we appreciate your business at meridian bank take care","AGENT: Thank you for calling meridian bank my name is sydney winslow how can i help you today.
CUST: I made my car payment of $12,412.17 on tuesday and it still isnt showing up on my account.
AGENT: I am really sorry to hear that let me pull up your account.
CUST: I am worried i am going to get hit with a late fee even though i paid on time.
AGENT: I can go ahead and submit a refund request for you today.
CUST: Fine but i am still not happy about this.
AGENT: We appreciate your business at meridian bank take care."
CALL-09E7E09873,2026-05-11T16:03:39,Mortgage & Home Lending,MORTGAGE,AG-011,CUST-584939,Phone,423,complaint,Payment processing error,"AGENT: thank you for calling meridian bank my i mean name is kendall nazari how can i help you today
CUST: i made my mortgage payment on last week but it still shows as late on my account
AGENT: i apologize for the trouble let me see [static] whats whats going on here
CUST: now i am worried this is going two hurt my credit score
AGENT: let me file a i mean formal complaint on your behalf so this gets looked at right away
CUST: alright thank you i guess we will see what what happens
AGENT: is there anything else i can help you with today","AGENT: Thank you for calling meridian bank my name is kendall nazari how can i help you today.
CUST: I made my mortgage payment on last week but it still shows as late on my account.
AGENT: I apologize for the trouble let me see whats going on here.
CUST: Now i am worried this is going to hurt my credit score.
AGENT: Let me file a formal complaint on your behalf so this gets looked at right away.
CUST: Alright thank you i guess we will see what happens.
AGENT: Is there anything else i can help you with today."
CALL-0933A09AC1,2026-05-11T16:16:42,Mortgage & Home Lending,MORTGAGE,AG-010,CUST-131256,Phone,395,opportunity,Home equity line of credit,"AGENT: thanks for holding this is rowan reyes with meridian bank how can i help
CUST: i have have a lot of equity built up so yeah in my i mean house and want to ask about a home equity line of you know credit
AGENT: happy to help with that let me check what options are available
CUST: i am looking to do a kitchen renovation for around $12,667.25
AGENT: let me connect you with one of our specialists who can walk you through the details
CUST: okay i will wait to i mean hear back then
AGENT: thank you for calling meridian bank have a great day","AGENT: Thanks for holding this is rowan reyes with meridian bank how can i help.
CUST: I have a lot of equity built up in my house and want to ask about a home equity line of credit.
AGENT: Happy to help with that let me check what options are available.
CUST: I am looking to do a kitchen renovation for around $12,667.25.
AGENT: Let me connect you with one of our specialists who can walk you through the details.
CUST: Okay i will wait to hear back then.
AGENT: Thank you for calling meridian bank have a great day."
CALL-C38CE001A1,2026-05-11T17:09:51,Mortgage & Home Lending,MORTGAGE,AG-008,CUST-728648,Phone,593,complaint,Closing cost surprise,"AGENT: meridian bank customer care this is morgan nazari speaking how can i i assist you
CUST: the like closing costs on my like loan like were about $8,675.78 more than than what i was originally quoted
AGENT: i understand understand how frustrating frustrating that must be let me take you know look
CUST: i feel like this changed at last minute right before closing
AGENT: i am going to go ahead and escalate this to are specialist team and you should hear back within 25 business days
CUST: alright so yeah thank you i guess we will see what happens
AGENT: is there anything else i can help you with today","AGENT: Meridian bank customer care this is morgan nazari speaking how can i assist you.
CUST: The closing costs on my loan were about $8,675.78 more than what i was originally quoted.
AGENT: I understand how frustrating that must be let me take a look.
CUST: I feel like this changed at the last minute right before closing.
AGENT: I am going to go ahead and escalate this to our specialist team and you should hear back within 25 business days.
CUST: Alright thank you i guess we will see what happens.
AGENT: Is there anything else i can help you with today."
CALL-A7ADB94924,2026-05-11T19:43:51,Credit Cards,CARDS,AG-004,CUST-469814,Phone,371,complaint,Late fee dispute,"AGENT: thanks for holding this jordan lindqvist with meridian bank how can i help
CUST: i got hit with a late fee like of $34.86 so yeah but i you know made the payment on time through the app
AGENT: i am really sorry sorry to hear that let me pull up your account
CUST: i have a screenshot showing the payment went through on tuesday
AGENT: i am going to go ahead and escalate this two our specialist i mean team and you should hear back within 38 business business days
CUST: okay thank you for youre help with this
AGENT: we appreciate your business at meridian bank take care","AGENT: Thanks for holding this is jordan lindqvist with meridian bank how can i help.
CUST: I got hit with a late fee of $34.86 but i made the payment on time through the app.
AGENT: I am really sorry to hear that let me pull up your account.
CUST: I have a screenshot showing the payment went through on tuesday.
AGENT: I am going to go ahead and escalate this to our specialist team and you should hear back within 38 business days.
CUST: Okay thank you for your help with this.
AGENT: We appreciate your business at meridian bank take care."
CALL-4D3A6AD856,2026-05-12T09:34:11,Small Business Banking,SMB,AG-012,CUST-489582,Phone,218,complaint,Business loan delay,"AGENT: thank you for calling meridian bank my name hayden osei how can i help you today
CUST: we applied four a small business line of credit over 21 days ago and still have no decision
AGENT: i apologize for the trouble let let me see whats going on here
CUST: we need this two make payroll and the delay is putting real stress on on the business
AGENT: i i so yeah can go ahead and submit a refund request for you today
CUST: alright [static] thank you i guess we will see
AGENT: is their anything else i can help you with today","AGENT: Thank you for calling meridian bank my name is hayden osei how can i help you today.
CUST: We applied for a small business line of credit over 21 days ago and still have no decision.
AGENT: I apologize for the trouble let me see whats going on here.
CUST: We need this to make payroll and the delay is putting real stress on the business.
AGENT: I can go ahead and submit a refund request for you today.
CUST: Alright thank you i guess we will see what happens.
AGENT: Is there anything else i can help you with today."
CALL-8DE43F79C8,2026-05-12T10:54:48,Auto Finance,AUTO,AG-004,CUST-661168,Phone,318,complaint,Payoff amount dispute,"AGENT: thanks for holding this is emerson nakamura with meridian bank how can i you know help
CUST: the payoff amount you gave me is $364962 more than what i calculated on on my own
AGENT: i understand how frustrating that must be let me take a look
CUST: [dropped call] i want somebody to walk me through exactly how how number was was calculated so yeah
AGENT: let me file a formal complaint on your behalf so this gets looked at right away
CUST: fine but i am still not happy about about this
AGENT: thank you for calling meridian bank have a great day","AGENT: Thanks for holding this is emerson nakamura with meridian bank how can i help.
CUST: The payoff amount you gave me is $3,649.62 more than what i calculated on my own.
AGENT: I understand how frustrating that must be let me take a look.
CUST: I want somebody to walk me through exactly how that number was calculated.
AGENT: Let me file a formal complaint on your behalf so this gets looked at right away.
CUST: Fine but i am still not happy about this.
AGENT: Thank you for calling meridian bank have a great day."
CALL-D6942834BF,2026-05-12T11:00:08,Retail & Consumer Banking,RETAIL,AG-016,CUST-101780,Phone,97,neutral,Statement request,"AGENT: thank you for calling meridian bank my name jordan diallo how can i help you today
CUST: can you send me a copy my statement from like last monday
AGENT: no problem let me take care of that for you
CUST: i need it like for you know my taxes and i can not find it it in the app
AGENT: great that like update uh is complete
CUST: great appreciate it
AGENT: is there anything else i can help you with with today","AGENT: Thank you for calling meridian bank my name is jordan diallo how can i help you today.
CUST: Can you send me a copy of my statement from last monday.
AGENT: No problem let me take care of that for you.
CUST: I need it for my taxes and i can not find it in the app.
AGENT: Great that update is complete.
CUST: Great appreciate it.
AGENT: Is there anything else i can help you with today."
CALL-7C6452B3C0,2026-05-12T14:03:49,Mortgage & Home Lending,MORTGAGE,AG-007,CUST-999951,Phone,180,neutral,Escrow statement request,"AGENT: thanks for holding this is peyton diallo with meridian bank how can i help
CUST: can i get a copy i mean of my escrow analysis statement
AGENT: okay give me just a moment to look that up
CUST: i just want two double check the the numbers myself
AGENT: thats all set on our end now
CUST: alright thanks bye
AGENT: we appreciate your business at meridian bank take care","AGENT: Thanks for holding this is peyton diallo with meridian bank how can i help.
CUST: Can i get a copy of my escrow analysis statement.
AGENT: Okay give me just a moment to look that up.
CUST: I just want to double check the numbers myself.
AGENT: Thats all set on our end now.
CUST: Alright thanks bye.
AGENT: We appreciate your business at meridian bank take care."
CALL-07725C0021,2026-05-12T14:52:58,Credit Cards,CARDS,AG-016,CUST-769586,Phone,208,neutral,Travel notice,"AGENT: meridian bank customer care this is reese reyes speaking how can i assist you
CUST: i am traveling uh to so yeah europe next tuesday and want want to put a travel notice on my card i mean
AGENT: sure i can help you with uh that
CUST: i dont want it declined when i am overseas
AGENT: thats all set on our end now
CUST: okay thank you so much
AGENT: we appreciate your business at meridian bank take care","AGENT: Meridian bank customer care this is reese reyes speaking how can i assist you.
CUST: I am traveling to europe next tuesday and want to put a travel notice on my card.
AGENT: Sure i can help you with that.
CUST: I dont want it declined when i am overseas.
AGENT: Thats all set on our end now.
CUST: Okay thank you so much.
AGENT: We appreciate your business at meridian bank take care."
CALL-09E04D60BE,2026-05-12T16:01:11,Auto Finance,AUTO,AG-005,CUST-111221,Phone,172,neutral,Insurance info update,"AGENT: meridian bank customer care this is is peyton nakamura speaking how can i assist [hold music] like you
CUST: i need to like update the insurance information on file for my auto auto loan
AGENT: okay give me just a moment look that up
CUST: i just switched um providers last 14th
AGENT: great that update
CUST: alright thanks [dropped call] i mean bye
AGENT: is their anything else i can help you with today","AGENT: Meridian bank customer care this is peyton nakamura speaking how can i assist you.
CUST: I need to update the insurance information on file for my auto loan.
AGENT: Okay give me just a moment to look that up.
CUST: I just switched providers last the 14th.
AGENT: Great that update is complete.
CUST: Alright thanks bye.
AGENT: Is there anything else i can help you with today."
CALL-017BA70E66,2026-05-12T17:12:37,Retail & Consumer Banking,RETAIL,AG-007,CUST-554488,Phone,210,neutral,Statement request,"AGENT: meridian bank customer care this is shawn marsh um speaking how can i assist you
CUST: can you send me a copy of my statement from last the 3rd
AGENT: no problem let me take care of that for for you
CUST: i need it for my taxes so yeah and i like can not find it in the um app
AGENT: thats all set on our end now
CUST: okay thank you so much so yeah
AGENT: thank you for you know calling meridian bank have a great day","AGENT: Meridian bank customer care this is shawn marsh speaking how can i assist you.
CUST: Can you send me a copy of my statement from last the 3rd.
AGENT: No problem let me take care of that for you.
CUST: I need it for my taxes and i can not find it in the app.
AGENT: Thats all set on our end now.
CUST: Okay thank you so much.
AGENT: Thank you for calling meridian bank have a great day."
CALL-8D85CB2220,2026-05-13T09:46:47,Auto Finance,AUTO,AG-016,CUST-956608,Phone,76,neutral,Insurance info update,"AGENT: thank you for i mean calling meridian bank my name is avery fontaine fontaine how can i help you today
CUST: i need update the insurance information on file for my auto loan
AGENT: sure i can can help you with that
CUST: i just switched providers last last last week
AGENT: thats all set on are end now
CUST: great appreciate it
AGENT: is there anything else i can help you with today","AGENT: Thank you for calling meridian bank my name is avery fontaine how can i help you today.
CUST: I need to update the insurance information on file for my auto loan.
AGENT: Sure i can help you with that.
CUST: I just switched providers last last week.
AGENT: Thats all set on our end now.
CUST: Great appreciate it.
AGENT: Is there anything else i can help you with today."
CALL-B38E609405,2026-05-13T12:02:50,Credit Cards,CARDS,AG-008,CUST-794022,Phone,389,complaint,Rewards program issue,"AGENT: meridian bank um customer care this is alexis prescott speaking how can i assist you
CUST: my cash back rewards disappeared from uh my account and i had almost $1208290 saved so yeah up
AGENT: i understand how frustrating that must be let me take a look
CUST: the app just shows zero now and i have no idea where the points went you know
AGENT: i can go ahead and submit a refund request for you today
CUST: fine but i am still not happy about this
AGENT: is there anything else i i mean can help you with today","AGENT: Meridian bank customer care this is alexis prescott speaking how can i assist you.
CUST: My cash back rewards disappeared from my account and i had almost $12,082.90 saved up.
AGENT: I understand how frustrating that must be let me take a look.
CUST: The app just shows zero now and i have no idea where the points went.
AGENT: I can go ahead and submit a refund request for you today.
CUST: Fine but i am still not happy about this.
AGENT: Is there anything else i can help you with today."
CALL-B667FABE23,2026-05-13T12:34:06,Retail & Consumer Banking,RETAIL,AG-018,CUST-996056,Phone,224,neutral,Statement request,"AGENT: thank you for calling meridian bank my name is shawn delgado how can i help you today
CUST: can you send send me so yeah a copy of my statement from last the 14th
AGENT: no problem let me take care of that for for
CUST: i need it four my taxes and i can not find it in the app
AGENT: great that update is complete
CUST: alright thanks bye
AGENT: we appreciate your business at meridian bank take care","AGENT: Thank you for calling meridian bank my name is shawn delgado how can i help you today.
CUST: Can you send me a copy of my statement from last the 14th.
AGENT: No problem let me take care of that for you.
CUST: I need it for my taxes and i can not find it in the app.
AGENT: Great that update is complete.
CUST: Alright thanks bye.
AGENT: We appreciate your business at meridian bank take care."
CALL-35C5620420,2026-05-13T13:26:08,Credit Cards,CARDS,AG-008,CUST-265123,Phone,83,neutral,PIN reset,"AGENT: meridian bank customer care this this is avery lindqvist you know speaking how can i assist you
CUST: i forgot pin on my credit uh card and need to reset it i mean
AGENT: okay okay give me just a moment look that up
CUST: i tried the atm twice already and and it locked me out
AGENT: thats all set on our end now
CUST: great appreciate it
AGENT: we appreciate your business at meridian bank take care i mean","AGENT: Meridian bank customer care this is avery lindqvist speaking how can i assist you.
CUST: I forgot the pin on my credit card and need to reset it.
AGENT: Okay give me just a moment to look that up.
CUST: I tried the atm twice already and it locked me out.
AGENT: Thats all set on our end now.
CUST: Great appreciate it.
AGENT: We appreciate your business at meridian bank take care."
CALL-58476B01A3,2026-05-13T13:36:49,Small Business Banking,SMB,AG-016,CUST-913857,Phone,83,neutral,New business account setup,"AGENT: thank you for calling meridian bank my name is rowan abara how can i help you today
CUST: we just just got our llc like paperwork finalized and want to open a business checking account
AGENT: okay give me just a moment to look that up
CUST: what you know documents do we need to bring in to get that set up
AGENT: thats all set i mean on are end now
CUST: great appreciate it
AGENT: thank you for calling meridian bank have a great day","AGENT: Thank you for calling meridian bank my name is rowan abara how can i help you today.
CUST: We just got our llc paperwork finalized and want to open a business checking account.
AGENT: Okay give me just a moment to look that up.
CUST: What documents do we need to bring in to get that set up.
AGENT: Thats all set on our end now.
CUST: Great appreciate it.
AGENT: Thank you for calling meridian bank have a great day."
CALL-609864C990,2026-05-13T14:34:06,Mortgage & Home Lending,MORTGAGE,AG-007,CUST-311118,Phone,134,opportunity,Refinance interest,"AGENT: thank you for calling meridian bank my name is dakota bergstrom how can i help you today
CUST: i saw rates have come down and wanted to ask about refinancing my current mortgage
AGENT: sounds great let [inaudible] me pull up some information for you
CUST: my current rate 178 percent and i am hoping to lower my monthly payment
AGENT: i will send you some information and we can schedule a follow up call
CUST: okay i will wait two hear back then
AGENT: is there anything else i can help you um with today","AGENT: Thank you for calling meridian bank my name is dakota bergstrom how can i help you today.
CUST: I saw rates have come down and wanted to ask about refinancing my current mortgage.
AGENT: That sounds great let me pull up some information for you.
CUST: My current rate is 17.8 percent and i am hoping to lower my monthly payment.
AGENT: I will send you some information and we can schedule a follow up call.
CUST: Okay i will wait to hear back then.
AGENT: Is there anything else i can help you with today."
CALL-F3CE32C78E,2026-05-13T15:08:07,Retail & Consumer Banking,RETAIL,AG-002,CUST-943356,Phone,158,neutral,Address update,"AGENT: thank you for calling meridian bank my name is jordan prescott how can i help you today
CUST: i um need two update my mailing address on my checking account
AGENT: no problem let me take care of that for you
CUST: i just moved moved to a [crosstalk] new place last week and want my statements
AGENT: alright i have taken care of that for you
CUST: okay thank you you so much
AGENT: thank you for calling meridian you know bank have a great day day","AGENT: Thank you for calling meridian bank my name is jordan prescott how can i help you today.
CUST: I need to update my mailing address on my checking account.
AGENT: No problem let me take care of that for you.
CUST: I just moved to a new place last week and want my statements sent there.
AGENT: Alright i have taken care of that for you.
CUST: Okay thank you so much.
AGENT: Thank you for calling meridian bank have a great day."
CALL-12C2442B14,2026-05-13T15:38:46,Mortgage & Home Lending,MORTGAGE,AG-015,CUST-568828,Phone,67,neutral,Payoff quote,"AGENT: meridian meridian bank customer care this is alexis nakamura speaking how can i assist you
CUST: i want request a payoff payoff quote on my mortgage
AGENT: okay give me just a moment two look that up
CUST: we are thinking about selling house later this year so yeah
AGENT: great update is complete
CUST: okay thank you so much
AGENT: is there anything else i can help you with today","AGENT: Meridian bank customer care this is alexis nakamura speaking how can i assist you.
CUST: I want to request a payoff quote on my mortgage.
AGENT: Okay give me just a moment to look that up.
CUST: We are thinking about selling the house later this year.
AGENT: Great that update is complete.
CUST: Okay thank you so much.
AGENT: Is there anything else i can help you with today."
CALL-3B3EEA4A5A,2026-05-13T15:59:31,Fraud & Disputes,FRAUD,AG-012,CUST-710957,Phone,206,neutral,Card lock/unlock,"AGENT: thanks four holding this is kendall nazari with meridian bank how can i help
CUST: i misplaced my card and want to to lock it temporarily while i look i mean four it uh
AGENT: sure i can help you with that
CUST: i you know found it already actually can you unlock it again
AGENT: alright i have taken care of that four you
CUST: alright so yeah thanks bye
AGENT: we appreciate your business at meridian bank take care","AGENT: Thanks for holding this is kendall nazari with meridian bank how can i help.
CUST: I misplaced my card and want to lock it temporarily while i look for it.
AGENT: Sure i can help you with that.
CUST: I found it already actually, can you unlock it again.
AGENT: Alright i have taken care of that for you.
CUST: Alright thanks bye.
AGENT: We appreciate your business at meridian bank take care."
CALL-CAD006E32A,2026-05-13T16:14:52,Retail & Consumer Banking,RETAIL,AG-016,CUST-294917,Phone,140,neutral,Address update,"AGENT: thank you for calling meridian bank my name is taylor diallo how can i help you today
CUST: i need to update my mailing address on my checking account
AGENT: sure i can help you with that
CUST: i just just moved two a new you know place last week and want my statements statements sent [crosstalk] there
AGENT: alright i have taken care of um that for you
CUST: okay thank you so much
AGENT: we appreciate your business at meridian bank take care","AGENT: Thank you for calling meridian bank my name is taylor diallo how can i help you today.
CUST: I need to update my mailing address on my checking account.
AGENT: Sure i can help you with that.
CUST: I just moved to a new place last week and want my statements sent there.
AGENT: Alright i have taken care of that for you.
CUST: Okay thank you so much.
AGENT: We appreciate your business at meridian bank take care."
CALL-C10B1F64B7,2026-05-13T17:16:22,Retail & Consumer Banking,RETAIL,AG-015,CUST-354877,Phone,199,complaint,Debit card issue,"AGENT: thanks for holding this is riley bergstrom with meridian bank how can i i help
CUST: my uh debit card keeps getting declined and i have plenty of money you know in the account ending in 5987
AGENT: i understand how how frustrating that must be let me take a look
CUST: [inaudible] it happened at the grocery store and it was so embarrassing in front of everyone everyone
AGENT: i i can go ahead and submit a refund request for you today
CUST: alright thank you i guess we will see what happens
AGENT: thank you for calling meridian uh bank have a great day","AGENT: Thanks for holding this is riley bergstrom with meridian bank how can i help.
CUST: My debit card keeps getting declined and i have plenty of money in the account ending in 5987.
AGENT: I understand how frustrating that must be let me take a look.
CUST: It happened at the grocery store and it was so embarrassing in front of everyone in line.
AGENT: I can go ahead and submit a refund request for you today.
CUST: Alright thank you i guess we will see what happens.
AGENT: Thank you for calling meridian bank have a great day."
CALL-B90250558B,2026-05-13T19:02:37,Fraud & Disputes,FRAUD,AG-013,CUST-630897,Phone,448,complaint,Unauthorized transaction,"AGENT: thanks for holding this is marley marsh with meridian bank how can i help
CUST: their are charges on my account i did not make totaling almost $1083658
AGENT: i understand like how frustrating that must be let me take look
CUST: i think my card information got stolen because i have never even been to that store
AGENT: let me file a formal complaint on your behalf so this gets looked at right away
CUST: okay i just hope this actually [inaudible] gets resolved this time
AGENT: is there anything else i can help you with today","AGENT: Thanks for holding this is marley marsh with meridian bank how can i help.
CUST: There are charges on my account i did not make totaling almost $10,836.58.
AGENT: I understand how frustrating that must be let me take a look.
CUST: I think my card information got stolen because i have never even been to that store.
AGENT: Let me file a formal complaint on your behalf so this gets looked at right away.
CUST: Okay i just hope this actually gets resolved this time.
AGENT: Is there anything else i can help you with today."
CALL-C1135BED02,2026-05-14T08:53:07,Credit Cards,CARDS,AG-009,CUST-668151,Phone,214,neutral,PIN reset,"AGENT: thanks for holding this hayden bergstrom with meridian bank how can i help
CUST: i forgot so yeah the pin on my credit card and need reset it
AGENT: sure i can help you with that
CUST: i tried the atm so yeah twice already and it locked me out
AGENT: alright so yeah i have taken care of that for you
CUST: alright thanks bye
AGENT: is there anything else i mean i can help you with today","AGENT: Thanks for holding this is hayden bergstrom with meridian bank how can i help.
CUST: I forgot the pin on my credit card and need to reset it.
AGENT: Sure i can help you with that.
CUST: I tried the atm twice already and it locked me out.
AGENT: Alright i have taken care of that for you.
CUST: Alright thanks bye.
AGENT: Is there anything else i can help you with today."
